Id;sex;slh;hrd;age;cw;sire;dam
1801;2;2;2;403;311;10;364
1802;2;2;1;400;215; 6;360
1803;2;2;4;394;275;52;518
1804;2;2;3;410;220;60; 20
1805;2;2;1;396;210;75;496
1806;2;2;4;399;287;54;462
1807;2;2;2;392;297; 9; 46
1808;2;1;1;398;203; 1;537
1809;2;2;2;406;296;70;354
1810;2;3;3;405;206;51;389
1811;2;1;3;396;206; 4;357
1812;2;2;2;416;325;63;467
1813;2;3;3;398;206;72;349
1814;2;3;2;397;296; 6;449
1815;2;2;4;398;285;61;448
1816;2;3;1;405;211; 6;500
1817;2;2;2;403;332; 3;433
1818;2;2;4;402;277;60; 47
1819;2;2;4;401;282;59;513
1820;2;3;4;400;251;71;434
1821;2;1;2;407;295; 9;510
1822;2;1;3;398;213;75;431
1823;2;2;2;401;309;62;319
1824;2;1;4;405;259;66;451
1825;2;1;1;398;196;58;491
1826;2;3;3;392;222; 3;403
1827;2;1;3;407;215; 8;331
1828;2;2;5;407;228; 2; 24
1829;2;2;2;404;288;59;502
1830;2;2;5;401;226;71;324
1831;2;1;5;407;195; 5;451
1832;2;3;5;394;218; 8;324
1833;2;1;3;409;210; 5;335
1834;2;3;2;408;284;52; 11
1835;2;3;1;391;215;55; 23
1836;2;2;1;396;219;74;373
1837;2;3;5;399;220; 7;502
1838;2;1;1;409;214;57;353
1839;2;1;2;399;266;73; 28
1840;2;3;1;392;178;51;358
1841;2;1;1;395;190; 2;435
1842;2;2;4;399;276;73;526
1843;2;3;1;393;200;56;406
1844;2;2;5;393;232;63;318
1845;2;3;5;392;211;72; 36
1846;2;3;5;390;203;53;517
1847;2;1;4;404;257;58;328
1848;2;2;4;399;270;52;432
1849;2;2;5;397;244;68;470
1850;2;2;5;398;245;61;397
1851;2;1;1;415;208; 6;494
1852;2;3;1;407;198;61;321
1853;2;3;4;401;261; 7;301
1854;2;3;5;402;220; 8;423
1855;2;3;3;405;218;64;500
1856;2;2;3;403;210;51;506
1857;2;3;3;392;212;66;311
1858;2;3;3;400;192;51;371
1859;2;3;3;392;199; 4; 24
1860;2;1;4;400;279;64;505
1861;2;2;4;396;276; 8;371
1862;2;3;4;399;268;52;535
1863;2;2;1;388;212;59;376
1864;2;2;1;391;209;55;312
1865;2;3;4;399;258; 8;396
1866;2;3;5;407;239;71;317
1867;2;1;3;410;214;68;487
1868;2;3;4;388;258; 7; 41
1869;2;1;3;398;185;51;542
1870;2;3;1;394;197;67;356
1871;2;2;3;393;206;52;465
1872;2;2;3;394;224;61;349
1873;2;2;1;389;224; 6;457
1874;2;2;1;397;228;60;414
1875;2;3;1;409;194;72;344
1876;2;3;2;405;311;59;327
1877;2;3;4;396;270; 2; 19
1878;2;2;5;393;226;57;445
1879;2;1;2;400;288;61;350
1880;2;1;5;400;209;55;516
1881;2;3;3;399;204; 7;529
1882;2;1;2;389;276; 7;410
1883;2;1;1;401;206;69; 21
1884;2;3;5;405;225;54;465
1885;2;3;3;404;195; 3;503
1886;2;1;4;403;240;56;424
1887;2;3;1;403;209;63; 11
1888;2;1;4;399;243;70;320
1889;2;1;4;400;256; 4;345
1890;2;2;4;406;272; 3;434
1891;2;1;4;407;246; 2;534
1892;2;2;2;403;296;74; 21
1893;2;2;3;404;219; 6;349
1894;2;2;4;407;264; 4;512
1895;2;3;3;398;204;57;354
1896;2;1;2;399;283;52;351
1897;2;1;4;400;247;67;499
1898;2;2;5;402;232;74;388
1899;2;2;2;397;339;61; 31
1900;2;3;4;404;271;58;448
1901;2;3;3;394;193;53;530
1902;2;1;5;401;224; 3;478
1903;2;1;3;396;188; 4;436
1904;2;1;2;395;281;71; 14
1905;2;2;1;409;212;66;402
1906;2;1;4;399;251;74;546
1907;2;2;3;395;208; 3; 36
1908;2;1;1;400;198;54;322
1909;2;2;4;405;292; 9;454
1910;2;2;1;396;229;58;317
1911;2;1;4;394;258; 4;503
1912;2;2;4;397;267;66;402
1913;2;2;5;394;236;52;417
1914;2;2;4;407;281;56;411
1915;2;1;2;399;283; 6;353
1916;2;1;5;398;218;55;504
1917;2;2;1;397;230;62;509
1918;2;1;5;400;224;61;311
1919;2;2;3;400;231; 4;331
1920;2;1;4;398;246;52;520
1921;2;3;1;397;205;71;476
1922;2;2;2;412;305;51;337
1923;2;2;4;402;290; 3;531
1924;2;2;1;393;212; 9;478
1925;2;1;1;403;191;69;476
1926;2;3;5;407;209;73;342
1927;2;3;1;400;209;67;510
1928;2;2;4;406;293;66;526
1929;2;3;1;397;187; 8;440
1930;2;2;4;403;283;62; 24
1931;2;3;1;404;207;58;387
1932;2;1;2;392;290;57;545
1933;2;1;1;404;194;65;437
1934;2;3;4;399;249;72;534
1935;2;1;2;406;288;69;506
1936;2;2;4;397;269;73; 21
1937;2;1;1;397;193;75;466
1938;2;1;1;400;186;53;372
1939;2;1;5;412;206; 4;391
1940;2;2;4;398;279; 1;513
1941;2;3;5;403;227; 6;540
1942;2;1;1;398;197;56;374
1943;2;2;4;398;284; 8;471
1944;2;1;5;402;199;70;302
1945;2;3;2;389;275;10;459
1946;2;3;5;406;226; 2;493
1947;2;3;2;402;292; 2;416
1948;2;3;3;402;194;62;513
1949;2;2;1;393;226;70;353
1950;2;1;3;406;198;70; 14
1951;2;2;3;403;233;64;332
1952;2;2;5;391;227;67;419
1953;2;1;2;410;272;54;419
1954;2;1;5;396;209;53;531
1955;2;1;5;394;207;71;543
1956;2;2;5;404;239;51;550
1957;2;1;2;408;277;71;342
1958;2;3;4;403;260;52; 17
1959;2;2;2;399;319;62;545
1960;2;3;5;400;203;56;306
1961;2;3;4;402;257;67;369
1962;2;3;1;393;192;75;537
1963;2;3;1;387;185;60;512
1964;2;1;2;397;285;54;472
1965;2;1;1;394;194;69;418
1966;2;2;1;392;196;67;382
1967;2;2;1;388;212;72;446
1968;2;2;3;407;250;61;426
1969;2;3;5;393;204; 7;479
1970;2;1;1;404;192;67;502
1971;2;3;4;396;269;66;345
1972;2;2;4;400;266; 1;459
1973;2;3;5;402;236;73;326
1974;2;1;2;400;285;51;380
1975;2;3;2;400;287; 7;343
1976;2;2;1;392;221;69;402
1977;2;1;2;398;287;66;402
1978;2;2;4;397;276;52;400
1979;2;3;3;396;207; 3;403
1980;2;1;2;401;275;57;304
1981;2;2;2;412;330;68;323
1982;2;3;4;385;229;62;545
1983;2;2;4;398;276;62;456
1984;2;1;2;404;295; 9;539
1985;2;3;5;394;216;55;500
1986;2;3;2;400;297;58;418
1987;2;3;3;409;221;60;333
1988;2;2;5;390;243;62;343
1989;2;2;1;394;237;75;455
1990;2;3;1;399;192;65;381
1991;2;3;4;396;254; 1;329
1992;2;1;2;402;281; 1;420
1993;2;1;2;396;289;63; 44
1994;2;1;1;399;207;61;366
1995;2;2;4;408;278;74;532
1996;2;3;3;399;210;59;377
1997;2;3;5;400;219;55;439
1998;2;1;2;399;282;54;374
1999;2;2;5;409;259;65;428
2000;2;1;2;398;271;74;490
2001;2;2;3;394;218;73;349
2002;2;2;4;397;273;53;517
2003;2;2;2;405;312;66;489
2004;2;2;3;389;226;74;383
2005;2;2;4;403;287;71;414
2006;2;2;1;404;209;65;398
2007;2;2;4;402;263;51;461
2008;2;1;5;395;205; 5; 24
2009;2;2;5;395;234;71;481
2010;2;3;5;398;226;67;509
2011;2;3;1;401;190; 4;521
2012;2;1;4;395;258;66;499
2013;2;3;4;396;258;68; 39
2014;2;2;4;403;285; 8;426
2015;2;1;5;398;206;63;544
2016;2;3;4;394;266;65;422
2017;2;2;2;406;303; 2;362
2018;2;1;2;400;287;58;435
2019;2;2;2;395;309;67;485
2020;2;1;1;398;187;66;341
2021;2;2;5;400;242;73;486
2022;2;3;2;402;284; 9;492
2023;2;3;4;406;248;66;518
2024;2;3;2;407;274;54; 12
2025;2;2;2;392;295;57; 41
2026;2;2;1;402;220;51;323
2027;2;3;4;406;274;53;427
2028;2;2;2;393;293;70;465
2029;2;2;1;402;214;67;543
2030;2;3;3;419;217;71;358
2031;2;3;2;404;286;68; 29
2032;2;1;4;404;256; 4; 35
2033;2;3;4;400;249;63;524
2034;2;2;3;402;241;61;303
2035;2;1;4;404;260;60;425
2036;2;2;5;402;220;55;535
2037;2;1;3;399;198;68;464
2038;2;2;1;403;229;55;510
2039;2;3;1;405;195;70;393
2040;2;1;1;395;184; 1;331
2041;2;2;5;395;228;57; 31
2042;2;2;2;405;342;10; 29
2043;2;1;2;397;271;73;375
2044;2;3;2;396;282;54; 17
2045;2;3;2;408;298;58;457
2046;2;1;4;401;259;55;337
2047;2;2;3;405;221;64;336
2048;2;2;4;403;278;56;507
2049;2;3;4;400;251;74;439
2050;2;2;4;396;279;66;507
2051;2;3;1;397;188; 3;324
2052;2;2;4;406;275;74;495
2053;2;3;5;405;227;69;489
2054;2;1;3;398;203; 1;362
2055;2;2;1;401;221; 2; 45
2056;2;1;3;393;214;58;390
2057;2;1;1;396;195;67;471
2058;2;2;2;402;318;60;416
2059;2;1;1;401;195;74;353
2060;2;1;2;383;287;69;323
2061;2;3;5;397;223;55;406
2062;2;1;3;393;195;53;538
2063;2;1;1;393;190;10;404
2064;2;1;1;395;179;57;416
2065;2;3;5;407;224;58;528
2066;2;1;3;397;207;63;435
2067;2;3;1;392;200; 8;367
2068;2;1;2;402;304;57; 44
2069;2;1;3;404;195;51;411
2070;2;3;3;397;208; 7; 40
2071;2;1;2;394;264;51;412
2072;2;3;4;399;260; 2;496
2073;2;3;2;394;283; 2;547
2074;2;1;5;397;217;75;320
2075;2;2;4;410;262;62;345
2076;2;3;2;398;285;72;447
2077;2;2;5;407;248;74;523
2078;2;2;1;397;213;75;386
2079;2;3;5;399;206;60;469
2080;2;2;2;394;318;56;447
2081;2;3;2;401;283; 7;424
2082;2;2;4;386;270;55;503
2083;2;3;2;400;276;10;546
2084;2;3;1;392;207;72;324
2085;2;2;4;394;288; 9;457
2086;2;3;1;403;208;58;509
2087;2;3;2;406;291;58; 30
2088;2;2;3;399;228; 8; 42
2089;2;2;5;388;217;73;494
2090;2;2;2;417;324; 2;481
2091;2;1;1;403;203;74;547
2092;2;2;2;403;309;55; 26
2093;2;3;3;405;220; 8;519
2094;2;1;3;404;216;69;540
2095;2;1;2;415;314;61;450
2096;2;2;4;400;276;69;409
2097;2;3;2;405;281;51;419
2098;2;2;5;408;236; 4;379
2099;2;2;1;399;220;71;495
2100;2;1;2;404;287;65;533
2101;2;1;1;402;181;55;471
2102;2;3;3;404;206;65;386
2103;2;1;4;395;253;52; 18
2104;2;2;1;402;216; 4;503
2105;2;3;1;393;195;53;520
2106;2;2;3;399;229;62;514
2107;2;1;2;397;274; 6;425
2108;2;3;2;396;283;60;546
2109;2;1;2;403;273;73;476
2110;2;3;3;405;202;66;374
2111;2;3;3;402;208;62;369
2112;2;3;1;393;165;70;395
2113;2;3;2;411;295;74;470
2114;2;3;2;392;293;67;356
2115;2;3;4;399;275;63;475
2116;2;3;2;393;286;73;501
2117;2;2;1;393;201;53;412
2118;2;2;4;392;261; 2;479
2119;2;2;3;395;218; 6;490
2120;2;2;1;389;203;67;518
2121;2;1;4;397;261;54;305
2122;2;2;1;411;227;62;393
2123;2;2;1;410;240;56;408
2124;2;1;4;390;221;51; 36
2125;2;3;2;401;273;72;412
2126;2;1;2;409;299; 9;541
2127;2;2;3;394;232;58;403
2128;2;3;5;405;225; 1;378
2129;2;2;5;400;241;75;339
2130;2;1;4;399;263;69;456
2131;2;1;5;403;208;52; 17
2132;2;1;2;397;285;69;478
2133;2;1;5;405;217;67;361
2134;2;1;2;402;297;64;405
2135;2;2;4;398;276;59;324
2136;2;2;2;401;294;54;490
2137;2;1;4;404;264; 3;483
2138;2;3;5;410;234; 5;338
2139;2;1;5;397;209;56;487
2140;2;3;2;415;305;59;540
2141;2;2;2;393;299;62;474
2142;2;2;4;406;266;59;364
2143;2;2;2;402;319;58;458
2144;2;3;1;409;199;71; 34
2145;2;1;4;394;256;10;316
2146;2;1;4;393;235;73;337
2147;2;3;4;400;253; 3;383
2148;2;3;1;397;190; 9;320
2149;2;2;5;404;240;51; 41
2150;2;1;2;396;286;60;321
2151;2;1;3;391;196;73;301
2152;2;3;4;401;246; 9; 23
2153;2;1;1;403;175;51;485
2154;2;2;4;394;288; 7;318
2155;2;3;3;393;196;56;483
2156;2;3;3;395;205;52; 43
2157;2;1;4;400;262; 6;344
2158;2;1;2;411;274;66;460
2159;2;2;1;413;229; 6;369
2160;2;3;3;398;216;69;476
2161;2;3;1;403;191; 4;437
2162;2;1;2;399;288; 7;364
2163;2;2;4;402;275;61; 20
2164;2;1;5;401;217;51;431
2165;2;3;5;397;224; 6;492
2166;2;2;5;402;253;62;323
2167;2;2;1;399;236;75;302
2168;2;1;5;409;246; 2;428
2169;2;3;3;401;199;51;501
2170;2;2;5;400;236;58;403
2171;2;3;2;396;284;53;404
2172;2;3;2;394;281; 3;350
2173;2;3;4;392;259;53;519
2174;2;1;3;395;212;62;332
2175;2;2;5;410;240; 8;374
2176;2;2;2;402;311;61;343
2177;2;3;1;399;205; 7;341
2178;2;1;1;395;177;10;507
2179;2;3;5;398;210;56;458
2180;2;3;3;392;211; 8;550
2181;2;1;5;404;222;56;522
2182;2;3;1;392;217;71;496
2183;2;2;3;391;226;52;421
2184;2;2;4;401;292; 6;498
2185;2;2;1;406;223; 4;435
2186;2;1;4;404;268;64;396
2187;2;1;1;395;179;75; 33
2188;2;3;5;404;229;65;385
2189;2;3;4;412;269;10;538
2190;2;2;4;398;281;66;306
2191;2;3;5;398;218;10;525
2192;2;2;4;395;267;75;392
2193;2;2;2;399;307; 5;440
2194;2;2;1;409;220;54;531
2195;2;3;4;397;257; 3;511
2196;2;2;2;409;308;75; 28
2197;2;1;1;403;196;64;394
2198;2;3;4;407;245;52;359
2199;2;3;1;407;230;64;538
2200;2;3;2;401;299;74;325
2201;2;1;1;406;196;54;471
2202;2;1;2;401;273;57;449
2203;2;1;4;406;255; 7;509
2204;2;1;1;403;209; 8;337
2205;2;3;5;418;245;61; 35
2206;2;1;4;397;252;66; 45
2207;2;2;5;406;235;55;514
2208;2;2;1;400;224;72;333
2209;2;3;4;392;270;74;516
2210;2;2;3;394;228;63;458
2211;2;3;1;402;209;69;415
2212;2;2;5;399;243; 6;509
2213;2;3;5;398;226;70;510
2214;2;3;3;395;202;58;509
2215;2;2;4;398;265;65;316
2216;2;3;2;396;266; 4; 33
2217;2;1;2;394;266;68;306
2218;2;2;3;400;219;55;433
2219;2;1;1;398;179;60; 39
2220;2;1;5;396;203;55;456
2221;2;1;1;396;204; 5;364
2222;2;3;4;399;267; 2;344
2223;2;3;4;393;254;63;393
2224;2;2;5;411;248;55;332
2225;2;2;5;400;228;59;461
2226;2;3;5;402;219;73;543
2227;2;2;3;402;228;55;386
2228;2;2;5;392;225;74;355
2229;2;2;4;401;274;66;532
2230;2;3;5;409;220; 8;305
2231;2;3;1;394;176; 2;435
2232;2;1;4;401;261; 6; 50
2233;2;1;5;405;222;64; 38
2234;2;2;4;400;268; 2;463
2235;2;1;4;393;248;59;485
2236;2;2;4;397;292; 5;365
2237;2;1;4;403;255;65;450
2238;2;3;5;392;213;75;521
2239;2;2;4;401;273;53;515
2240;2;1;3;411;220; 1;494
2241;2;3;2;401;301; 5;526
2242;2;3;5;397;209; 3;322
2243;2;1;1;390;189; 7;543
2244;2;2;4;400;279; 3;533
2245;2;3;5;412;228; 6;409
2246;2;2;3;402;240; 2;516
2247;2;2;4;400;274; 8;331
2248;2;2;4;403;275;62;368
2249;2;3;4;412;272;65;364
2250;2;3;1;399;198;55; 22
2251;2;3;1;399;188;55;484
2252;2;2;3;389;216;74;423
2253;2;3;1;398;199; 7;493
2254;2;2;4;401;274; 9;514
2255;2;3;4;405;243;74; 49
2256;2;2;3;405;235;62;475
2257;2;1;4;407;263; 9;541
2258;2;1;5;406;226; 4;316
2259;2;2;5;409;249;75;303
2260;2;3;3;396;203;52;315
2261;2;3;4;403;266;69;407
2262;2;3;5;393;208; 6;530
2263;2;3;5;396;218; 9; 20
2264;2;3;2;394;269;75; 49
2265;2;2;4;405;290;75;398
2266;2;3;5;406;234;71;550
2267;2;3;4;398;246; 3;470
2268;2;3;5;403;209; 7;332
2269;2;1;4;400;243;53;336
2270;2;1;2;405;290; 4;400
2271;2;1;3;402;198;60;477
2272;2;2;3;394;232; 7;542
2273;2;1;3;413;223;75; 40
2274;2;3;3;408;219;64;459
2275;2;2;3;406;215;10;442
2276;2;2;1;404;234;61; 14
2277;2;1;3;398;195;75;344
2278;2;2;1;396;223;52;348
2279;2;3;1;409;204;58;372
2280;2;1;1;393;168;70; 15
2281;2;2;1;399;222;67;375
2282;2;2;5;406;247;60; 31
2283;2;1;5;399;231; 7;333
2284;2;1;2;399;271;51;517
2285;2;2;5;403;240;10;335
2286;2;2;3;402;237;59;463
2287;2;1;2;405;289;65;316
2288;2;1;3;393;199;57; 16
2289;2;3;2;405;277;73;418
2290;2;2;1;399;207;70;389
2291;2;3;1;397;220;58;409
2292;2;1;2;397;284; 4;509
2293;2;3;5;404;212;66;530
2294;2;2;1;405;213;51;387
2295;2;3;5;396;227;66;505
2296;2;2;4;399;282;52;425
2297;2;2;3;404;226; 2;530
2298;2;2;5;394;226;75;332
2299;2;3;1;401;201;69;412
2300;2;3;5;397;197;67; 13
2301;2;1;3;400;195;54;430
2302;2;3;3;401;195;68; 18
2303;2;1;3;395;214; 1;447
2304;2;3;1;395;186;10;321
2305;2;2;3;405;231;74;343
2306;2;1;1;406;206; 4;526
2307;2;2;2;403;307; 3;538
2308;2;3;3;395;195;62;515
2309;2;2;5;401;253; 7;525
2310;2;2;2;392;304;57;409
2311;2;1;3;403;210;10;441
2312;2;2;1;403;216;57;382
2313;2;1;3;408;212; 5;333
2314;2;3;3;396;200;57;526
2315;2;2;2;391;310;69;445
2316;2;2;4;409;285;57;353
2317;2;3;5;399;225;71;370
2318;2;2;1;390;217; 1;330
2319;2;3;5;394;212; 1;346
2320;2;3;1;391;200;61;337
2321;2;2;2;401;306;56;414
2322;2;2;4;398;283;64;302
2323;2;3;4;398;262;54;537
2324;2;2;4;397;288;62;354
2325;2;2;1;397;219; 6;528
2326;2;1;1;402;205;75;521
2327;2;2;4;400;263;73;363
2328;2;1;2;395;260;67;533
2329;2;3;5;400;207;73;381
2330;2;2;1;406;229;59;480
2331;2;2;5;399;245;58;405
2332;2;2;1;395;220;64;385
2333;2;1;3;394;219;64;344
2334;2;3;2;400;291;71;363
2335;2;3;2;395;301; 3; 41
2336;2;1;1;401;183;70;427
2337;2;2;2;394;288; 5;531
2338;2;3;3;404;213;55;332
2339;2;2;2;394;313;74;413
2340;2;1;2;398;304;71;397
2341;2;1;4;404;249; 6;461
2342;2;1;5;406;215;74;381
2343;2;2;1;402;233; 6;545
2344;2;1;5;391;206; 2;308
2345;2;3;2;399;273;53; 25
2346;2;1;5;399;210; 5;400
2347;2;1;4;404;270; 3;320
2348;2;3;1;402;202;59;421
2349;2;3;1;406;204;54;503
2350;2;1;4;398;246; 8;331
2351;2;2;5;400;240; 9;427
2352;2;3;1;402;202; 2; 36
2353;2;3;3;396;191; 5; 33
2354;2;2;1;398;218;72;513
2355;2;3;5;403;215; 1;306
2356;2;1;4;396;260; 8;512
2357;2;3;2;402;300;61;506
2358;2;3;4;395;269; 6;391
2359;2;3;3;402;207;60;388
2360;2;2;4;395;282;66;527
2361;2;2;3;398;219;56;312
2362;2;1;1;394;209;62;332
2363;2;1;2;398;278;55;473
2364;2;1;3;391;210;70; 19
2365;2;1;3;403;207;73;403
2366;2;1;3;399;223;55;488
2367;2;1;3;391;208;56;496
2368;2;3;2;407;280;64; 12
2369;2;3;2;391;267;57;470
2370;2;1;5;401;222; 8;318
2371;2;1;2;408;295;60;410
2372;2;1;3;400;204;75;481
2373;2;1;5;400;233;65;483
2374;2;3;5;394;206;70;473
2375;2;3;5;400;211;54;317
2376;2;2;2;403;314;69;337
2377;2;3;1;400;195;68;549
2378;2;3;1;408;205;74;405
2379;2;3;2;396;286; 4;451
2380;2;3;1;396;191;73;476
2381;2;1;5;403;218; 5;503
2382;2;2;4;396;260;71; 12
2383;2;1;3;406;211; 6;370
2384;2;2;5;406;240; 5;468
2385;2;2;5;397;232;71;314
2386;2;3;2;393;267;70;311
2387;2;2;5;403;255; 1;496
2388;2;1;4;411;267;54;429
2389;2;3;3;399;202; 7;436
2390;2;2;3;391;216;55; 17
2391;2;1;5;400;226; 8; 31
2392;2;1;5;398;222;72;324
2393;2;2;3;394;224;66;346
2394;2;3;4;400;251;57;471
2395;2;3;3;392;197; 8;304
2396;2;3;2;398;294;10;470
2397;2;3;1;390;208; 8;538
2398;2;3;1;401;206;61;347
2399;2;2;1;394;229;65;464
2400;2;1;1;405;199; 9; 15
2401;2;2;5;409;258;72;401
2402;2;3;1;396;191;64;484
2403;2;2;5;402;246;53;402
2404;2;1;3;394;204; 5; 23
2405;2;3;4;405;271;69;410
2406;2;2;5;405;275;61;347
2407;2;3;3;401;220;62;403
2408;2;2;5;390;254;64; 48
2409;2;1;5;402;239;65;445
2410;2;1;5;406;221;73;353
2411;2;1;1;404;198;69; 27
2412;2;2;3;407;232; 5;375
2413;2;1;5;403;196; 4;529
2414;2;1;1;399;188;72; 42
2415;2;1;4;401;267;62;330
2416;2;3;4;403;250;74; 37
2417;2;2;1;413;224;51;478
2418;2;1;5;407;237; 1; 27
2419;2;1;1;394;185;62;422
2420;2;1;4;395;261;67;543
2421;2;3;4;414;276;73;403
2422;2;3;1;404;194;75;533
2423;2;2;3;413;245; 1;420
2424;2;3;3;396;193; 3;322
2425;2;2;2;388;291;51; 16
2426;2;2;4;399;273;58;523
2427;2;1;5;398;209;62;337
2428;2;2;1;403;217;75;503
2429;2;1;5;410;232;51;461
2430;2;2;4;407;297;59;400
2431;2;3;1;404;217; 1;467
2432;2;1;2;397;275;72;427
2433;2;1;4;397;265;10;505
2434;2;2;4;400;270;63;364
2435;2;2;2;398;310;73; 35
2436;2;3;5;392;218; 2;433
2437;2;3;5;414;232;64;369
2438;2;3;1;397;202; 4;500
2439;2;1;5;399;209;75;457
2440;2;3;5;396;226;56;529
2441;2;3;4;405;251;74;384
2442;2;1;1;399;201;71;435
2443;2;1;5;407;225;58;514
2444;2;3;4;402;255;72;460
2445;2;3;4;402;270;70;383
2446;2;2;4;400;274;67;460
2447;2;1;2;407;295;66;355
2448;2;1;2;401;285;58;493
2449;2;3;4;406;262;71;309
2450;2;1;4;404;274;64;540
2451;2;1;3;404;209;60;516
2452;2;3;4;409;286; 8;302
2453;2;3;2;383;279; 1;303
2454;2;2;1;392;213;59;371
2455;2;3;3;394;210; 4;511
2456;2;1;5;403;202;71;301
2457;2;3;4;401;261;10;492
2458;2;3;3;400;214;71;458
2459;2;3;4;405;256; 4; 11
2460;2;1;3;396;210;58;443
2461;2;1;4;397;251;56;541
2462;2;2;3;397;229; 1;375
2463;2;1;5;396;199;74;301
2464;2;2;1;402;227; 3;540
2465;2;1;3;393;211;64;373
2466;2;2;4;393;281; 5;544
2467;2;1;2;404;275;55;511
2468;2;2;1;394;207;51;465
2469;2;2;1;399;227;62;505
2470;2;1;3;408;220;58;305
2471;2;1;4;399;239;52;442
2472;2;3;2;400;296;58;340
2473;2;3;3;402;203;57;305
2474;2;2;4;401;272;53;530
2475;2;1;1;398;203;69;443
2476;2;2;4;401;272;72;374
2477;2;2;4;405;264;10;544
2478;2;3;1;394;193;57;531
2479;2;3;4;409;277;54;346
2480;2;1;3;402;204;10;324
2481;2;1;3;407;202;53; 15
2482;2;2;1;406;227; 2;379
2483;2;2;1;393;226;75;321
2484;2;3;4;399;255;65;354
2485;2;3;3;402;216;68;429
2486;2;1;2;401;283;73;479
2487;2;2;3;406;245;71;431
2488;2;1;2;406;300;69;320
2489;2;1;2;391;268;73;523
2490;2;1;2;405;300; 3;486
2491;2;2;5;407;243;60;407
2492;2;2;2;391;313;62;426
2493;2;1;5;392;200;64;395
2494;2;3;1;407;215;58;462
2495;2;2;1;395;212; 6;344
2496;2;3;5;392;203;69;503
2497;2;1;4;403;263;59;433
2498;2;3;2;398;289;63; 11
2499;2;1;1;399;194; 5;391
2500;2;3;4;407;240;70;451
2501;2;3;4;402;251;67;474
2502;2;2;1;404;206;75;390
2503;2;3;1;400;197;66; 23
2504;2;1;1;400;205; 8; 33
2505;2;2;5;398;238;54;400
2506;2;1;3;406;208;52;478
2507;2;3;4;397;250;51;504
2508;2;1;3;399;203;65;329
2509;2;2;3;397;232; 7;433
2510;2;3;4;400;270;64;517
2511;2;2;2;395;316;75; 31
2512;2;1;4;389;255;55;393
2513;2;1;1;401;185;74;380
2514;2;2;5;397;244;52;453
2515;2;2;2;403;323; 1;505
2516;2;1;1;399;206;52;513
2517;2;2;2;398;310; 1;455
2518;2;3;3;392;207;53;461
2519;2;1;3;417;202;67;326
2520;2;3;1;402;206;65;351
2521;2;1;2;405;292;63;398
2522;2;3;2;403;278;10;386
2523;2;2;4;393;280;65;376
2524;2;2;4;401;276;72;321
2525;2;1;5;401;206;63; 31
2526;2;1;3;399;195;65;529
2527;2;3;2;398;294;63;508
2528;2;1;1;405;182;57;476
2529;2;3;3;399;210;60;543
2530;2;3;5;391;199;52;384
2531;2;1;3;397;189;62;349
2532;2;1;1;393;196;52;531
2533;2;1;4;402;265;69;383
2534;2;3;1;399;180; 1;454
2535;2;1;5;405;225;56;334
2536;2;2;4;416;279;58;381
2537;2;2;5;403;259;53;488
2538;2;3;1;402;213;56;452
2539;2;3;3;403;203;51;481
2540;2;2;3;404;234;63;374
2541;2;2;1;400;210; 7;347
2542;2;2;4;391;275;59; 31
2543;2;2;5;406;257;64;390
2544;2;1;3;394;192;68; 12
2545;2;1;4;408;256;55;308
2546;2;3;3;404;204;53;453
2547;2;3;2;402;304; 8;322
2548;2;1;1;386;176;70; 32
2549;2;3;5;399;222; 5;383
2550;2;2;5;407;243;67; 38
2551;2;2;5;399;244;65; 40
2552;2;3;2;402;296;71; 44
2553;2;2;5;391;244;64;307
2554;2;3;2;392;294;61;321
2555;2;2;3;408;217;69;326
2556;2;3;1;402;193;51;479
2557;2;1;5;403;222;74;398
2558;2;2;2;393;294;66;346
2559;2;1;4;396;272;72;478
2560;2;2;2;403;312;56;348
2561;2;2;2;398;322;65; 11
2562;2;3;1;409;219;67;330
2563;2;2;5;403;235;55;550
2564;2;2;2;406;330;62;439
2565;2;3;4;394;271; 3;381
2566;2;1;2;397;279;67;406
2567;2;1;1;394;190;60;342
2568;2;2;3;403;239; 1;475
2569;2;1;5;405;237;65; 17
2570;2;2;2;386;303;72;399
2571;2;3;2;396;267; 7; 38
2572;2;2;3;402;241;64;347
2573;2;1;2;405;313;69;346
2574;2;3;5;404;224;64;308
2575;2;3;4;401;268;65;481
2576;2;3;1;401;203;64; 25
2577;2;1;1;397;193;74; 43
2578;2;2;3;393;229;64;452
2579;2;2;5;399;228;51;310
2580;2;1;3;391;217;58;507
2581;2;3;2;405;283;67;421
2582;2;1;4;387;246;52;449
2583;2;2;1;389;236;57;487
2584;2;3;3;405;209;10;348
2585;2;1;5;392;210;75;438
2586;2;3;4;403;252; 4;491
2587;2;1;5;391;205; 9;497
2588;2;2;1;408;238;66;415
2589;2;1;1;403;199;75;350
2590;2;3;4;395;253; 4;414
2591;2;1;3;404;202;71;332
2592;2;3;1;405;206;63;540
2593;2;1;1;397;193; 7; 50
2594;2;1;2;402;270;53;432
2595;2;2;1;399;227; 9;439
2596;2;3;1;410;201;53;337
2597;2;1;1;391;193;54;387
2598;2;3;2;402;288;67;348
2599;2;3;1;398;184;57;472
2600;2;1;1;401;196;73;411
2601;2;1;3;394;193;55;386
2602;2;3;3;405;198;53;305
2603;2;1;4;394;257;52;547
2604;2;1;1;401;200; 5;319
